aaek,1=阿
tcdf,1=淘
tcdj,1=滔
tcds,1=套
tcef,1=陶
tcey,1=鼗
tcfh,1=焘
tcgy,1=弢
tckd,1=叨
tckf,1=啕
tckl,1=饕
tcmc,1=梼
tcmd,1=桃
tcsf,1=绹
tcsm,1=绦
tcwj,1=韬
tcxj,1=慆
tdak,1=鲐
tdck,1=苔
tdct,1=薹
tddd,1=太
tddt,1=汰
tdfk,1=抬
tdfu,1=泰
tdjt,1=钛
tdkt,1=呔
tdmk,1=骀
tdok,1=胎
tdot,1=肽
tdse,1=邰
tdsh,1=炱
tdsk,1=台
tdtx,1=态
tdyt,1=酞
tekx,1=慝
tenc,1=特
texx,1=忑
teyx,1=忒
tgbd,1=疼
tgcu,1=藤
tghz,1=熥
tgjk,1=誊
tgoa,1=䲢
tgoi,1=螣
tgom,1=腾
tgou,1=滕
tgox,1=縢
thdh,1=烫
thdk,1=淌
thdp,1=汤
thfk,1=搪
thgk,1=唐
thik,1=螗
thit,1=螳
thje,1=镋
thjt,1=镗
thkt,1=嘡
thlk,1=耥
thmk,1=糖
thmt,1=樘
thnj,1=帑
thot,1=膛
thre,1=傥
thrk,1=倘
thtk,1=塘
thuk,1=躺
thwk,1=瑭
thxe,1=䣘
thxk,1=惝
thxm,1=棠
thxt,1=堂
thzt,1=蹚
tiar,1=鳀
tibd,1=剃
tibn,1=鹈
ticy,1=荑
tidp,1=涕
tifo,1=替
tifr,1=提
tifz,1=擿
tikj,1=啼
timn,1=棣
timp,1=梯
tinj,1=媂
tinr,1=媞
tiod,1=剔
tior,1=题
tipn,1=䴘
tipr,1=禔
tipw,1=裼
tirb,1=体
tirk,1=倜
tiry,1=俶
tisp,1=绨
tisr,1=缇
titf,1=趯
tiuu,1=屉
tiwr,1=瑅
tixw,1=惕
tizh,1=逖
tizj,1=蹄
tizw,1=踢
tjbf,1=瘫
tjbh,1=痰
tjch,1=菼
tjdf,1=滩
tjdk,1=澹
tjdu,1=潭
tjeh,1=炭
tjfm,1=探
tjgl,1=弹
tjja,1=钽
tjjh,1=锬
tjju,1=镡
tjkl,1=啴
tjky,1=叹
tjma,1=檀
tjmh,1=毯
tjmt,1=榃
tjos,1=昙
tjrh,1=倓
tjtd,1=坍
tjts,1=坛
tjux,1=忐
tjwa,1=璮
tjxh,1=惔
tkcd,1=葶
tkcz,1=莛
tkdd,1=渟
tkfz,1=挺
tkgz,1=庭
tkhg,1=烃
tkiz,1=蜓
tkjz,1=铤
tkmw,1=桯
tkmz,1=梃
tknd,1=婷
tkrd,1=停
tkrr,1=颋
tkrz,1=侹
tktd,1=圢
tkvz,1=艇
tkwd,1=亭
tkwz,1=珽
tkzr,1=廷
tmad,1=天
tmck,1=黇
tmdb,1=淟
tmdk,1=湉
tmdp,1=殄
tmdt,1=沺
tmdx,1=添
tmfx,1=掭
tmjt,1=钿
tmku,1=田
tmmb,1=阗
tmob,1=晪
tmod,1=盷
tmqg,1=甜
tmqx,1=舔
tmrt,1=佃
tmtb,1=填
tmtw,1=畋
tmtx,1=忝
tnak,1=髫
tnam,1=鲦
tnbd,1=窕
tnck,1=苕
tnfd,1=挑
tnik,1=蜩
tnim,1=粜
tnkk,1=啁
tnkx,1=㕮
tnnf,1=嬥
tnod,1=朓
tnpd,1=祧
tnrd,1=佻
tnvk,1=笤
tnwm,1=条
tnyk,1=调
tnzd,1=跳
tnzk,1=迢
toam,1=橐
tocl,1=萚
todb,1=沱
toeb,1=陀
tofq,1=托
tofy,1=拖
togi,1=庹
tokd,1=鼍
toki,1=唾
tokl,1=啴
tomb,1=柁
tomd,1=驮
tomi,1=柝
tonb,1=鸵
tooe,1=脱
topn,1=妥
torb,1=佗
torq,1=侂
totb,1=坨
toub,1=砣
tovl,1=箨
toyb,1=酡
tozb,1=跎
tpck,1=萜
tpdl,1=餮
tpjk,1=帖
tpju,1=铁
tpkk,1=贴
trde,1=湍
trfe,1=揣
trfv,1=抟
trhe,1=煓
trkc,1=团
trqe,1=猯
trtl,1=疃
trvu,1=彖
tsak,1=鲖
tsby,1=痛
tsck,1=茼
tsdl,1=潼
tsed,1=峂
tsek,1=峒
tsfy,1=捅
tshk,1=烔
tshl,1=穜
tskz,1=嗵
tsll,1=童
tsml,1=橦
tsmy,1=桶
tsol,1=曈
tsrd,1=佟
tsrg,1=仝
tsrk,1=侗
tsrl,1=僮
tstk,1=垌
tsug,1=砼
tsvk,1=筒
tszy,1=通
tubq,1=突
tucd,1=菟
tuch,1=荼
tucq,1=葖
tudd,1=兔
tuhh,1=稌
tuhj,1=秃
tuir,1=徒
tukt,1=吐
tula,1=凸
tumh,1=梌
tuoo,1=腯
tutd,1=堍
tuuo,1=屠
tuwk,1=㻬
tvff,1=推
tvgf,1=魋
tvoz,1=腿
tvpz,1=褪
tvyx,1=忒
tvzg,1=退
tyat,1=鲀
tyav,1=屯
tyhz,1=焞
tykt,1=囤
tyou,1=豚
tyow,1=暾
typz,1=褪
tytk,1=吞
tytt,1=坉
tyuo,1=臀
tyut,1=饨
tzfy,1=投
tzgy,1=骰
tzrd,1=偷
tzzn,1=透
uacu,1=莎
uada,1=鲨
uadh,1=煞
uady,1=裟
uaiw,1=厦
uajm,1=铩
uakk,1=啥
uakn,1=唼
uakw,1=嗄
uaqr,1=歃
uarw,1=傻
uasu,1=纱
uauu,1=砂
uaxd,1=刹
uaxm,1=杀
uayn,1=霎
ucck,1=苕
uccu,1=芍
ucde,1=邵
ucdk,1=召
ucdl,1=劭
ucdo,1=潲
ucfo,1=捎
uchw,1=烧
ucko,1=哨
uclk,1=韶
ucmk,1=柖
ucmo,1=梢
ucmu,1=杓
ucoo,1=睄
ucsk,1=绍
ucwk,1=玿
uddb,1=色
udox,1=晒
udyl,1=酾
uedo,1=奢
uedp,1=涉
uedx,1=奓
uedy,1=滠
uefj,1=折
uefy,1=摄
uegc,1=麝
ueib,1=蛇
uekx,1=赊
uemo,1=阇
uept,1=社
ueqk,1=猞
uerk,1=舍
uerr,1=歙
uert,1=畲
uerx,1=佘
uetw,1=赦
ueuc,1=射
uexy,1=慑
ueyy,1=设
ufap,1=鲹
ufbp,1=瘆
ufbu,1=审
ufcu,1=莘
ufcv,1=葚
ufdp,1=渗
ufdv,1=沈
ufee,1=屾
ufhm,1=燊
ufku,1=呻
uflo,1=肾
ufmp,1=糁
ufmv,1=椹
ufnn,1=娠
ufnu,1=婶
ufou,1=瞫
ufpp,1=身
ufpu,1=神
ufre,1=侁
ufsp,1=参
uful,1=矧
ufyv,1=谌
uget,1=陞
ugim,1=盛
ugoi,1=晟
ugou,1=昇
ugpc,1=升
ugpf,1=生
ugqd,1=剩
ugqn,1=乘
ugsd,1=绳
ugul,1=甥
uguo,1=省
ugup,1=声
uhdp,1=觞
uhla,1=上
uhok,1=晌
uhrl,1=伤
uhsk,1=绱
uhtk,1=垧
uhwk,1=商
uhxr,1=赏
uiac,1=鲥
uiai,1=鲺
uiak,1=石
uial,1=十
uian,1=豕
uiav,1=世
uibt,1=室
uicc,1=莳
uidb,1=奭
uidq,1=殖
uidy,1=湿
uiec,1=峙
uiex,1=示
uifg,1=拭
uifk,1=誓
uifl,1=势
uify,1=施
uijj,1=铈
uika,1=噬
uiko,1=嗜
uikr,1=噬
uiky,1=嘘
uilj,1=师
uiln,1=史
uimg,1=栻
uimj,1=柿
uink,1=始
uiob,1=匙
uioc,1=时
uior,1=是
uiox,1=䏡
uipe,1=视
uipf,1=失
uipl,1=释
uipt,1=矢
uipv,1=氏
uiqj,1=狮
uirc,1=侍
uirl,1=食
uirr,1=似
uiru,1=仕
uitc,1=埘
uite,1=邿
uiua,1=士
uiuj,1=饰
uium,1=屎
uiun,1=鸤
uiur,1=贳
uivp,1=尸
uivr,1=筮
uixc,1=恃
uixg,1=弑
uiyb,1=识
uiyc,1=诗
uiyg,1=试
uiyl,1=酾
uiym,1=谥
uizj,1=逝
uizk,1=适
ujaa,1=鳣
ujak,1=鳝
ujbe,1=疝
ujbl,1=单
ujcd,1=删
ujck,1=苫
ujde,1=汕
ujej,1=陕
ujek,1=嶦
ujfh,1=掞
ujfl,1=掸
ujfp,1=掺
ujhd,1=剡
ujhx,1=煽
ujik,1=蟮
ujkk,1=赡
ujlk,1=山
ujmc,1=栅
ujmp,1=杉
ujmx,1=骟
ujnc,1=姗
ujoh,1=晱
ujok,1=膳
ujpl,1=禅
ujpp,1=衫
ujsk,1=缮
ujtk,1=墡
ujwc,1=珊
ujye,1=讪
ujzc,1=跚
ukfu,1=摔
ukkv,1=甩
uklj,1=帅
uksy,1=缞
ukwu,1=率
ukwy,1=衰
ulan,1=爽
uldl,1=泷
uldx,1=爽
ulmo,1=骦
ulno,1=孀
uluo,1=礵
ulyn,1=鹴
ulyo,1=霜
ulyy,1=双
uobm,1=槊
uobo,1=朔
uofo,1=搠
uojl,1=铄
uonu,1=妁
uour,1=硕
uoye,1=说
urdd,1=涮
urfw,1=拴
urma,1=闩
urmw,1=栓
uroe,1=腨
uuad,1=戍
uuan,1=束
uuco,1=薯
uucv,1=蔬
uucy,1=菽
uudr,1=漱
uudv,1=殊
uudy,1=淑
uuev,1=陎
uufl,1=抒
uufx,1=摅
uugh,1=庶
uuhh,1=稌
uujv,1=鼠
uukd,1=赎
uult,1=墅
uumc,1=树
uumd,1=术
uumv,1=梳
uumx,1=枢
uunx,1=恕
uuny,1=婌
uuod,1=腧
uuoo,1=曙
uurl,1=舒
uurm,1=毹
uurx,1=悆
uusi,1=蜀
uusl,1=纾
uuso,1=署
uuuy,1=叔
uuvv,1=疏
uuwd,1=戍
uuwh,1=熟
uuwt,1=塾
uuww,1=孰
uvhe,1=税
uvje,1=帨
uvoi,1=睡
uvye,1=说
uwyf,1=谁
uxen,1=耍
uxkd,1=唰
uxud,1=刷
uyir,1=顺
uyke,1=吮
uymo,1=楯
uyol,1=瞬
uypl,1=舜
uzbc,1=守
uzbk,1=兽
uzby,1=瘦
uzbz,1=首
uzfc,1=寿
uzfy,1=授
uzpl,1=手
uzpy,1=受
uzqc,1=狩
uzrk,1=售
uzvw,1=收
vaav,1=鲊
vabv,1=痄
vadg,1=溠
vadx,1=奓
vafa,1=揸
vafq,1=挓
vafv,1=拃
vaiv,1=蚱
vajd,1=铡
vakj,1=哳
vakm,1=喋
vakq,1=吒
vakv,1=咋
vamc,1=栅
vama,1=查
vamj,1=闸
vamv,1=札
vaof,1=眨
vapa,1=乍
vaqa,1=猹
vauv,1=砟
vaux,1=䃎
vavd,1=劄
vaxv,1=怍
vaya,1=鲝
vayv,1=诈
vazq,1=齇
vcdk,1=沼
vced,1=兆
vcfd,1=旐
vcfk,1=招
vcjd,1=钊
vckk,1=啁
vcko,1=嘲
vcog,1=曌
vcoh,1=照
vcok,1=昭
vcpn,1=爪
vcsu,1=罩
vctx,1=赵
vcyo,1=着
vdbm,1=寨
vdbq,1=宅
vdbx,1=瘵
vdfk,1=摘
vdfl,1=择
vdfz,1=擿
vdpx,1=祭
vdrd,1=侧
vdrr,1=债
vdwe,1=斋
vdxf,1=翟
vech,1=蔗
vedj,1=浙
vefi,1=蛰
vefk,1=哲
vefo,1=晢
vegi,1=䗪
vegn,1=鹧
veiv,1=辄
veiw,1=辙
vejo,1=锗
veko,1=啫
velk,1=詟
velo,1=者
vemu,1=柘
vepb,1=褶
vepo,1=褚
veto,1=赭
veuk,1=喆
veum,1=磔
veyk,1=谪
veyo,1=着
vezh,1=遮
vezw,1=这
vfab,1=鬒
vfah,1=臻
vfck,1=葴
vfdn,1=鸩
vfei,1=阵
vffn,1=振
vffv,1=揕
vfhb,1=稹
vfip,1=轸
vfjr,1=帧
vfju,1=针
vfkn,1=赈
vfmh,1=榛
vfmr,1=桢
vfmv,1=椹
vfop,1=胗
vfot,1=朕
vfpp,1=袗
vfpr,1=祯
vfqu,1=斟
vfrr,1=侦
vfsb,1=缜
vfsl,1=纼
vfti,1=圳
vftp,1=畛
vfub,1=真
vfuk,1=砧
vfvk,1=箴
vfwb,1=瑱
vfwp,1=珍
vfxw,1=甄
vfyn,1=震
vfyp,1=诊
vgav,1=正
vgbe,1=郑
vgbv,1=症
vgch,1=蒸
vgdl,1=争
vgel,1=峥
vgfl,1=挣
vgiv,1=征
vgiw,1=徵
vgjl,1=铮
vgjv,1=钲
vglh,1=烝
vgol,1=睁
vgvw,1=政
vgxa,1=憕
vgxv,1=怔
vgyl,1=诤
vgyv,1=证
vhan,1=丈
vhdi,1=涨
vhdu,1=漳
vheu,1=嶂
vhgi,1=张
vhji,1=帐
vhju,1=幛
vhki,1=账
vhlp,1=彰
vhlu,1=章
vhmv,1=杖
vhnu,1=嫜
vhoi,1=胀
vhou,1=暲
vhpn,1=长
vhqu,1=獐
vhrj,1=仉
vhrv,1=仗
viae,1=郅
viat,1=至
viaw,1=致
vibc,1=痔
vibt,1=窒
vibx,1=痣
vicv,1=芷
vidj,1=滞
vidl,1=觯
vidn,1=之
vidq,1=殖
vidv,1=沚
vieb,1=职
viec,1=峙
viem,1=骘
viep,1=陟
vife,1=掷
vifn,1=鸷
vifo,1=指
vifr,1=贽
vifx,1=絷
vifz,1=擿
vigc,1=庤
vihf,1=稚
vihq,1=稙
viib,1=轵
viik,1=蜘
viit,1=蛭
viiw,1=徵
vijr,1=锧
vikb,1=只
viky,1=吱
vila,1=止
vile,1=郦
vime,1=栉
vimo,1=榰
vimq,1=植
vimt,1=桎
vimv,1=栀
vimx,1=梽
vimy,1=枝
viod,1=胝
vioo,1=脂
viot,1=晊
vioy,1=肢
viph,1=炙
vipp,1=豸
vipr,1=质
vipv,1=祉
virq,1=值
virt,1=侄
visb,1=织
visq,1=置
visu,1=纸
vitc,1=畤
vitq,1=埴
vitv,1=址
viuf,1=雉
viuq,1=直
viur,1=疐
viux,1=志
viuy,1=支
vivb,1=彘
viyo,1=酯
vizr,1=踬
vizv,1=趾
vjaa,1=鳣
vjdk,1=詹
vjej,1=崭
vjek,1=嶦
vjev,1=嵁
vjfd,1=旃
vjfn,1=搌
vjij,1=斩
vjin,1=辗
vjjk,1=飐
vjlg,1=战
vjmd,1=栴
vjmj,1=栈
vjmk,1=毡
vjok,1=瞻
vjrv,1=偡
vjsr,1=绽
vjun,1=展
vjwn,1=鹯
vjwr,1=颤
vjyk,1=谵
vkfy,1=拽
vldn,1=妆
vldq,1=状
vldx,1=漴
vldy,1=装
vlfl,1=撞
vlgt,1=庄
vljl,1=幢
vllx,1=戆
vlmt,1=桩
vlpd,1=奘
vlrl,1=僮
voci,1=茁
voco,1=著
vocu,1=䓬
vodf,1=濯
vodi,1=浊
vodn,1=涿
vodr,1=浞
vodu,1=淖
voff,1=擢
vofi,1=拙
vofr,1=捉
vohh,1=燋
vohu,1=焯
voji,1=镯
vojo,1=䦃
vokn,1=啄
volm,1=桌
vome,1=棁
vomn,1=椓
vomu,1=棹
voou,1=晫
voph,1=禚
voru,1=倬
vosw,1=缴
vouj,1=斫
vown,1=琢
voyn,1=诼
voyo,1=着
voyu,1=酌
voyy,1=叕
vrad,1=专
vrfb,1=撰
vriv,1=转
vrkn,1=赚
vrkv,1=啭
vrov,1=䏝
vrrb,1=僎
vrrv,1=传
vrub,1=馔
vruv,1=砖
vrwu,1=瑑
vscv,1=茽
vshl,1=穜
vshv,1=种
vsis,1=蚣
vsjv,1=锺
vsmd,1=柊
vsov,1=肿
vspa,1=重
vsrr,1=众
vsrv,1=仲
vssd,1=终
vsvm,1=盅
vsvx,1=忠
vswi,1=螽
vswy,1=衷
vsxs,1=忪
vubn,1=瘃
vubv,1=疰
vuca,1=苎
vuco,1=著
vucv,1=茱
vudv,1=洙
vufv,1=拄
vugv,1=麈
vuhi,1=烛
vuhv,1=炷
vuiv,1=蛀
vujc,1=铸
vujv,1=铢
vuka,1=贮
vuky,1=嘱
vulh,1=煮
vulx,1=翥
vumd,1=术
vume,1=柷
vuml,1=杼
vumo,1=槠
vumv,1=驻
vunn,1=朱
vuoy,1=瞩
vupe,1=祝
vupl,1=竹
vupo,1=褚
vupw,1=朱
vuql,1=助
vuqo,1=猪
vura,1=伫
vurv,1=侏
vusa,1=纻
vuuv,1=砫
vuuy,1=属
vuve,1=竺
vuvo,1=箸
vuvy,1=舳
vuwv,1=珠
vuyo,1=诸
vuyv,1=诛
vuzi,1=躅
vvet,1=坠
vvfe,1=揣
vvfr,1=赘
vvjf,1=锥
vvmf,1=骓
vvsy,1=缀
vvsz,1=缒
vvxe,1=惴
vvzk,1=追
vwzw,1=这
vxat,1=髽
vxfv,1=抓
vxfz,1=挝
vxpn,1=爪
vyav,1=屯
vybt,1=窀
vydf,1=准
vydz,1=淳
vyot,1=肫
vytq,1=圫
vyxt,1=忳
vyyz,1=谆
vzby,1=宙
vzcc,1=荮
vzdl,1=洲
vzdv,1=洲
vzdy,1=皱
vzej,1=帚
vzgg,1=粥
vzia,1=昼
vziv,1=辀
vziy,1=轴
vzkk,1=啁
vzmk,1=椆
vzmn,1=骤
vznk,1=婤
vzny,1=妯
vzoc,1=肘
vzpd,1=舟
vzre,1=㑇
vzsc,1=纣
vzse,1=绉
vzum,1=碡
vzvn,1=鸼
vzvt,1=籀
vzyc,1=酎
vzyo,1=胄
waad,1=瓦
wabg,1=窊
wadt,1=洼
wafv,1=挖
wait,1=蛙
wakn,1=呙
wakt,1=哇
wank,1=婠
wann,1=娲
want,1=娃
waom,1=腽
warw,1=佤
watg,1=畖
wdbv,1=歪
wden,1=崴
wdkn,1=呙
wfam,1=鳁
wfcw,1=芠
wfdm,1=温
wfdw,1=汶
wfhw,1=炆
wfim,1=辒
wfiw,1=蚊
wfkw,1=吻
wfme,1=闻
wfmm,1=榅
wfmy,1=阌
wfpy,1=璺
wfsm,1=缊
wfsw,1=纹
wfwd,1=刎
wfwm,1=韫
wfww,1=玟
wfwx,1=紊
wfyw,1=雯
wgbn,1=鹟
wgbw,1=瓮
wgbx,1=翁
wgcf,1=蕹
wgcx,1=蓊
wgdx,1=滃
wgkx,1=嗡
what,1=王
whdw,1=汪
whgw,1=魍
whiv,1=往
whiw,1=辋
whkw,1=罔
whkx,1=网
whmw,1=枉
whow,1=旺
whuw,1=尪
whwn,1=妄
whwv,1=亡
whwx,1=忘
whxw,1=惘
whyw,1=尪
wjap,1=万
wjav,1=豌
wjbd,1=剜
wjbe,1=皖
wjbv,1=宛
wjce,1=莞
wjcv,1=菀
wjcw,1=芄
wjcy,1=蔓
wjdg,1=湾
wjdv,1=涴
wjfv,1=挽
wjhe,1=烷
wjiv,1=蜿
wjmv,1=椀
wjne,1=妧
wjnk,1=婠
wjnv,1=婉
wjoe,1=脘
wjov,1=腕
wjsk,1=绾
wjsw,1=纨
wjtg,1=塆
wjtv,1=畹
wjva,1=毌
wjwe,1=玩
wjwg,1=弯
wjwv,1=琬
wjxv,1=惋
wobn,1=窝
wocn,1=莴
wodn,1=涡
wodt,1=渥
wodv,1=涴
wody,1=沃
woft,1=握
wofz,1=挝
wohm,1=馧
woib,1=卧
woin,1=蜗
wojt,1=幄
wokn,1=呙
wokt,1=喔
wook,1=肟
wopd,1=我
worn,1=倭
wort,1=偓
wouu,1=斡
wouw,1=硪
wovt,1=龌
wozn,1=踒
wuaa,1=五
wuad,1=戊
wuae,1=兀
wuan,1=鹉
wuav,1=武
wuay,1=无
wubk,1=寤
wubp,1=勿
wucw,1=芴
wuek,1=峿
wuew,1=屼
wufd,1=於
wufk,1=捂
wugn,1=鹀
wugp,1=戊
wugw,1=庑
wuhk,1=焐
wuit,1=蜈
wujw,1=钨
wukk,1=唔
wukt,1=吴
wukw,1=呜
wunk,1=牾
wunw,1=妩
wuok,1=晤
wuow,1=旿
wupa,1=乌
wupg,1=午
wupl,1=舞
wurm,1=侮
wurw,1=仵
wusm,1=骛
wusn,1=鹜
wutw,1=坞
wuut,1=屋
wuva,1=毋
wuwe,1=邬
wuwk,1=吾
wuwl,1=务
wuwv,1=珷
wuxw,1=忤
wuyl,1=雾
wuyx,1=恶
wwac,1=鳚
wwad,1=威
wwal,1=韦
wwao,1=鲔
wwbn,1=痿
wwcc,1=蔚
wwcn,1=萎
wwcw,1=苇
wwcz,1=薳
wwdf,1=潍
wwdo,1=渭
wwdv,1=洈
wwdw,1=涠
wwea,1=卫
wweg,1=隗
wwen,1=崴
wwfw,1=㧑
wwgg,1=廆
wwhg,1=魏
wwhn,1=煨
wwhw,1=炜
wwiw,1=微
wwjf,1=帷
wwjw,1=帏
wwkf,1=唯
wwkn,1=喂
wwkw,1=围
wwmv,1=桅
wwqo,1=猬
wwrl,1=位
wwrn,1=偎
wwrw,1=伪
wwsf,1=维
wwsw,1=纬
wwty,1=圩
wwuc,1=尉
wwuj,1=硙
wwum,1=尾
wwun,1=碨
wwux,1=慰
wwva,1=卫
wwvm,1=艉
wwwn,1=威
wwww,1=玮
wwxf,1=惟
wwyc,1=霨
wwyn,1=诿
wwyo,1=谓
wwzn,1=逶
wwzw,1=违
xbcj,1=薪
xbcu,1=莘
xbcx,1=芯
xbjj,1=鑫
xbjr,1=欣
xblj,1=新
xblr,1=歆
xboj,1=昕
xbpx,1=囟
xbrk,1=信
xbrx,1=伈
xbxj,1=忻
xiaa,1=西
xiab,1=鳛
xibe,1=郤
xibv,1=兮
xibx,1=窸
xico,1=昔
xicr,1=蓰
xicx,1=茜
xidd,1=溪
xidh,1=潟
xidj,1=淅
xidk,1=觿
xidx,1=汐
xidy,1=玺
xieb,1=嶍
xieg,1=巇
xieh,1=隰
xiev,1=嶲
xiex,1=隙
xige,1=觋
xihd,1=爔
xiij,1=蜥
xiir,1=徙
xiix,1=蟋
xijd,1=鼷
xije,1=铣
xijw,1=锡
xikh,1=熙
xikj,1=唏
xikk,1=嘻
xily,1=袭
ximb,1=皙
xime,1=阋
ximj,1=析
ximn,1=樨
ximw,1=檄
ximx,1=栖
xinx,1=牺
xiod,1=曦
xioj,1=晰
xiok,1=暿
xioo,1=腊
xipk,1=禧
xipw,1=裼
xipx,1=悉
xird,1=傒
xirk,1=僖
xisk,1=绤
xism,1=枲
xist,1=细
xiuh,1=熹
xiun,1=犀
xiuq,1=饩
xiur,1=屣
xivd,1=习
xivx,1=舾
xiwl,1=釐
xixe,1=郗
xixj,1=希
xixo,1=惜
xixq,1=忾
xiyd,1=羲
xiyg,1=戏
xiym,1=醯
xizd,1=蹊
xizx,1=息
xkcu,1=荥
xkeg,1=陉
xkfl,1=擤
xkhu,1=煋
xkii,1=行
xkjd,1=铏
xkkd,1=刑
xkke,1=邢
xkkp,1=形
xkkt,1=型
xknu,1=姓
xkou,1=腥
xktg,1=幸
xkud,1=硎
xkuo,1=省
xkup,1=饧
xkxb,1=兴
xkxg,1=悻
xkxu,1=惺
xlco,1=葙
xlcs,1=巷
xlcx,1=芗
xldn,1=象
xldo,1=湘
xlel,1=降
xlio,1=厢
xlja,1=鲞
xljy,1=镶
xlkk,1=响
xlmn,1=橡
xlmx,1=想
xlmy,1=骧
xlpk,1=向
xlpy,1=祥
xlrn,1=像
xlry,1=儴
xlso,1=缃
xluk,1=饷
xlvo,1=箱
xlvp,1=乡
xlwk,1=珦
xlwy,1=襄
xlwz,1=享
xlyx,1=翔
xmad,1=咸
xmay,1=鲜
xmbe,1=宪
xmbm,1=痫
xmca,1=莶
xmce,1=苋
xmdz,1=涎
xmea,1=险
xmeg,1=限
xmej,1=陷
xmfc,1=挦
xmfp,1=掺
xmfr,1=掀
xmgy,1=弦
xmje,1=铣
xmjr,1=锨
xmlr,1=贤
xmme,1=籼
xmmm,1=闲
xmmn,1=鹇
xmne,1=先
xmnj,1=孅
xmnn,1=嫌
xmod,1=盷
xmoh,1=㬎
xmou,1=腺
xmoy,1=显
xmpt,1=祆
xmpu,1=禒
xmqa,1=猃
xmqe,1=氙
xmqs,1=县
xmqx,1=狝
xmre,1=仙
xmry,1=伭
xmsq,1=纤
xmuj,1=馅
xmuq,1=献
xmvy,1=舷
xmwe,1=现
xmwk,1=咸
xmwy,1=玹
xmxr,1=忺
xmye,1=酰
xmyr,1=羡
xmyw,1=霰
xmze,1=跣
xmzf,1=暹
xnbb,1=皛
xnbo,1=宵
xndo,1=淆
xnds,1=潇
xndx,1=洨
xndz,1=涍
xneo,1=崤
xnhk,1=熇
xnio,1=蛸
xnis,1=蟏
xnjj,1=虓
xnjo,1=销
xnkk,1=嚣
xnkn,1=鸮
xnkw,1=哓
xnkz,1=哮
xnld,1=小
xnlz,1=孝
xnmv,1=枵
xnmx,1=校
xnnx,1=姣
xnoo,1=睄
xnow,1=晓
xnqj,1=猇
xnrx,1=翛
xnvw,1=筱
xnvy,1=笑
xnxd,1=削
xnxo,1=肖
xnxw,1=敩
xnxx,1=恔
xnyo,1=霄
xnzo,1=逍
xpat,1=鲑
xpby,1=写
xpcj,1=薤
xpcn,1=薢
xpdj,1=瀣
xpdt,1=觟
xpdy,1=泻
xpfd,1=契
xpfj,1=挟
xpfn,1=携
xpfr,1=撷
xpfx,1=絜
xpgn,1=廨
xpgt,1=鞋
xphy,1=燮
xpiv,1=蝎
xpku,1=叶
xplx,1=勰
xpmd,1=楔
xpob,1=胁
xpor,1=歇
xppe,1=卸
xppm,1=血
xpqn,1=獬
xprb,1=偕
xprd,1=偰
xprt,1=㙦
xpsr,1=缬
xpub,1=协
xpuo,1=屑
xpur,1=颉
xpwe,1=卸
xpwy,1=亵
xpxn,1=懈
xpye,1=邪
xpzn,1=邂
xpzy,1=躞
xqam,1=髹
xqbb,1=宿
xqdo,1=滫
xqdq,1=溴
xqey,1=岫
xqgm,1=庥
xqhn,1=秀
xqio,1=䗛
xqjn,1=锈
xqkm,1=咻
xqkq,1=嗅
xqmv,1=朽
xqpy,1=袖
xqrm,1=休
xqrn,1=鸺
xqro,1=脩
xqrp,1=修
xqsn,1=绣
xqvm,1=貅
xqwn,1=琇
xqwo,1=珛
xqzq,1=臭
xrby,1=癣
xrdr,1=漩
xrdy,1=泫
xrfr,1=旋
xrha,1=煊
xrhy,1=炫
xrii,1=衒
xrjd,1=券
xrjy,1=铉
xrny,1=嬛
xror,1=暶
xroy,1=昡
xrpx,1=禤
xrqx,1=悬
xrry,1=伭
xrso,1=绚
xrsx,1=翾
xrua,1=碹
xrwa,1=瑄
xrwr,1=璇
xrwy,1=玹
xscg,1=芎
xsdk,1=汹
xsdw,1=夐
xske,1=兄
xsok,1=胸
xssh,1=熊
xtae,1=鳕
xtbb,1=穴
xtcb,1=茓
xtcu,1=薛
xtfr,1=踅
xtgb,1=靴
xtxe,1=峃
xtxw,1=敩
xtxz,1=学
xuad,1=戌
xucb,1=蓿
xuct,1=蓄
xudw,1=浒
xudx,1=洫
xudy,1=溆
xugl,1=序
xugv,1=魆
xuhy,1=虚
xujo,1=旭
xukl,1=勖
xuky,1=吁
xumo,1=糈
xumx,1=栩
xunx,1=絮
xuoh,1=煦
xuok,1=昫
xuoy,1=盱
xupn,1=媭
xury,1=叙
xusd,1=续
xusk,1=矞
xuso,1=绪
xutl,1=垿
xuty,1=圩
xuvo,1=胥
xuwa,1=戌
xuwr,1=顼
xuwx,1=珝
xuye,1=需
xuyk,1=酗
xuyo,1=谞
xuyw,1=许
xuyx,1=诩
xxab,1=下
xxaw,1=夏
xxej,1=峡
xxik,1=辖
xxiw,1=厦
xxix,1=虾
xxkj,1=匣
xxkx,1=吓
xxmj,1=柙
xxok,1=瞎
xxoy,1=暇
xxqj,1=狎
xxrj,1=侠
xxwy,1=瑕
xxzy,1=遐
xyac,1=鲟
xybe,1=郇
xybo,1=窨
xycc,1=荨
xych,1=薰
xyco,1=荀
xycu,1=蕈
xydc,1=浔
xydo,1=洵
xydu,1=汛
xydw,1=浚
xyec,1=寻
xyeo,1=峋
xyio,1=徇
xyiu,1=蟫
xykb,1=噀
xykl,1=勋
xymo,1=栒
xyoh,1=曛
